venue_id,venue_name,issue_type,severity,field,current_value,suggested_fix,notes
65,Friends of Nunhead Cemetery â€“ Guided Tours & Bat Sighting Walks,Genres,IMPORTANT,genres,"['cemetery tour', 'bat walk']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
66,Gate Theatre,Moods,IMPORTANT,moods,"['global', 'curious']",Review against approved mood list,"Unapproved moods: global, curious"
66,Gate Theatre,Genres,IMPORTANT,genres,"['international theatre', 'new voices']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
66,Gate Theatre,Blurb,IMPORTANT,blurb,"New voices telling international stories, bringing...",Expand or condense to 50-120 words,Only 19 words (need 50-120)
67,Gather Glass â€“ Glassblowing Classes,Moods,IMPORTANT,moods,"['fiery', 'mesmerising']",Review against approved mood list,"Unapproved moods: fiery, mesmerising"
68,Genesis Cinema,Moods,IMPORTANT,moods,"['playful', 'wild']",Review against approved mood list,"Unapproved moods: playful, wild"
68,Genesis Cinema,Blurb,IMPORTANT,blurb,A community-focused cultural hub offering horror m...,Expand or condense to 50-120 words,Only 20 words (need 50-120)
69,George IV Boston Room,Moods,IMPORTANT,moods,"['nostalgic', 'poetic']",Review against approved mood list,"Unapproved moods: nostalgic, poetic"
69,George IV Boston Room,Genres,IMPORTANT,genres,['jazz'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
69,George IV Boston Room,Blurb,IMPORTANT,blurb,"Monthly jazz nights in an intimate pub room, where...",Expand or condense to 50-120 words,Only 20 words (need 50-120)
70,"Ghosts of the Old City â€“ Eldritch, Tenebrous London (London Walks)",Moods,IMPORTANT,moods,"['night wanderer', 'haunted', 'curious']",Review against approved mood list,"Unapproved moods: night wanderer, haunted, curious"
70,"Ghosts of the Old City â€“ Eldritch, Tenebrous London (London Walks)",Genres,IMPORTANT,genres,"['ghost walk', 'historical night walk']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
71,Gia Como â€“ Bespoke Candle Making Workshop,Moods,IMPORTANT,moods,"['creative', 'aromatic']",Review against approved mood list,"Unapproved moods: creative, aromatic"
71,Gia Como â€“ Bespoke Candle Making Workshop,Genres,IMPORTANT,genres,"['scent blending', 'soy-wax candle making']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
71,Gia Como â€“ Bespoke Candle Making Workshop,Blurb,IMPORTANT,blurb,"In a fragrant pocket of Shoreditch, Gia Como light...",Expand or condense to 50-120 words,Only 48 words (need 50-120)
72,Graeae Theatre Company,Moods,IMPORTANT,moods,"['activist', 'voice', 'movement']",Review against approved mood list,"Unapproved moods: activist, voice, movement"
72,Graeae Theatre Company,Genres,IMPORTANT,genres,['Deaf and disabled-led theatre'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
73,Grand Junction Arms,Moods,IMPORTANT,moods,"['seasonal', 'group energy']",Review against approved mood list,"Unapproved moods: seasonal, group energy"
73,Grand Junction Arms,Genres,IMPORTANT,genres,['pub events'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
73,Grand Junction Arms,Blurb,IMPORTANT,blurb,A vibrant canal-side pub claiming the biggest beer...,Expand or condense to 50-120 words,Only 20 words (need 50-120)
74,Grimoire Crafting with Hallowed Hollow,Moods,IMPORTANT,moods,"['craft-based', 'esoteric', 'personal']",Review against approved mood list,"Unapproved moods: craft-based, esoteric, personal"
74,Grimoire Crafting with Hallowed Hollow,Blurb,IMPORTANT,blurb,"In a quiet studio, parchment meets purpose. Hallow...",Expand or condense to 50-120 words,Only 40 words (need 50-120)
75,Grove Farm Bat Walk â€“ Ealing Wildlife Group,Moods,IMPORTANT,moods,"['night wanderer', 'wild', 'curious']",Review against approved mood list,"Unapproved moods: night wanderer, wild, curious"
75,Grove Farm Bat Walk â€“ Ealing Wildlife Group,Genres,IMPORTANT,genres,"['bat walk', 'nature walk']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
75,Grove Farm Bat Walk â€“ Ealing Wildlife Group,Blurb,IMPORTANT,blurb,"Far from the lights of the high street, Grove Farm...",Expand or condense to 50-120 words,Only 49 words (need 50-120)
76,Hackney Empire,Moods,IMPORTANT,moods,"['nostalgic', 'wonder']",Review against approved mood list,"Unapproved moods: nostalgic, wonder"
76,Hackney Empire,Blurb,IMPORTANT,blurb,A historic variety theatre from 1901 with ornate V...,Expand or condense to 50-120 words,Only 17 words (need 50-120)
77,Hackney Herbal â€“ Herbal Wellbeing Masterclasses & Remedies Workshops,Moods,IMPORTANT,moods,"['gentle', 'botanical']",Review against approved mood list,"Unapproved moods: gentle, botanical"
78,Half Moon Theatre,Moods,IMPORTANT,moods,"['family-friendly', 'tender', 'thoughtful']",Review against approved mood list,"Unapproved moods: family-friendly, tender, thoughtful"
78,Half Moon Theatre,Genres,IMPORTANT,genres,"[""children's theatre"", 'youth programmes']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
79,Hampstead Observatory Public Nights,Moods,IMPORTANT,moods,"['night wanderer', 'curious', 'dark sky']",Review against approved mood list,"Unapproved moods: night wanderer, curious, dark sky"
79,Hampstead Observatory Public Nights,Genres,IMPORTANT,genres,"['astronomy walk', 'stargazing']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
79,Hampstead Observatory Public Nights,Blurb,IMPORTANT,blurb,"At the edge of Hampstead Heath, past rustling leav...",Expand or condense to 50-120 words,Only 46 words (need 50-120)
80,Heaven,Moods,IMPORTANT,moods,"['ecstatic', 'queer']",Review against approved mood list,"Unapproved moods: ecstatic, queer"
80,Heaven,Genres,IMPORTANT,genres,"['club nights', 'live music']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
80,Heaven,Blurb,IMPORTANT,blurb,"Central London's only 1,000-capacity gay club, the...",Expand or condense to 50-120 words,Only 21 words (need 50-120)
81,Hen Corner â€” Introduction to Cheese Making,Moods,IMPORTANT,moods,"['craft & making', 'curious', 'homely']",Review against approved mood list,"Unapproved moods: craft & making, curious, homely"
81,Hen Corner â€” Introduction to Cheese Making,Genres,IMPORTANT,genres,"['cheese making (mozzarella, feta, camembert)']",Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
82,Hidden London Tours â€“ London Transport Museum,Moods,IMPORTANT,moods,"['urban explorer', 'curious', 'mysterious']",Review against approved mood list,"Unapproved moods: urban explorer, curious, mysterious"
82,Hidden London Tours â€“ London Transport Museum,Genres,IMPORTANT,genres,"['hidden London tour', 'railway/infrastructure history']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
82,Hidden London Tours â€“ London Transport Museum,Blurb,IMPORTANT,blurb,Beneath the London you know lies a city preserved ...,Expand or condense to 50-120 words,Only 49 words (need 50-120)
83,Highgate Cemetery After-Hours Tour (SAVE Britainâ€™s Heritage),Moods,IMPORTANT,moods,"['haunted', 'historical', 'curious']",Review against approved mood list,"Unapproved moods: haunted, historical, curious"
83,Highgate Cemetery After-Hours Tour (SAVE Britainâ€™s Heritage),Genres,IMPORTANT,genres,"['cemetery tour', 'architectural heritage']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
83,Highgate Cemetery After-Hours Tour (SAVE Britainâ€™s Heritage),Blurb,IMPORTANT,blurb,"Beyond the iron gates, ivy and angels cradle the s...",Expand or condense to 50-120 words,Only 49 words (need 50-120)
84,Hiver Beers â€” Cider Making Workshop,Moods,IMPORTANT,moods,"['craft & making', 'curious', 'epicurean']",Review against approved mood list,"Unapproved moods: craft & making, curious, epicurean"
84,Hiver Beers â€” Cider Making Workshop,Genres,IMPORTANT,genres,['cider brewing'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
85,Holotropic Breathwork – Experiential Weekend,Moods,IMPORTANT,moods,"['intense', 'transformative']",Review against approved mood list,"Unapproved moods: intense, transformative"
85,Holotropic Breathwork – Experiential Weekend,Genres,IMPORTANT,genres,"['holotropic breathwork', 'integration']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
85,Holotropic Breathwork – Experiential Weekend,Blurb,IMPORTANT,blurb,"This is not breathwork, it’s descent. Over a weeke...",Expand or condense to 50-120 words,Only 47 words (need 50-120)
86,Hootananny Brixton,Moods,IMPORTANT,moods,"['ecstatic', 'earthy']",Review against approved mood list,"Unapproved moods: ecstatic, earthy"
87,Horniman Museum and Gardens,Moods,IMPORTANT,moods,"['wonder', 'family-friendly', 'curious']",Review against approved mood list,"Unapproved moods: wonder, family-friendly, curious"
88,House of Burlesque Academy,Moods,IMPORTANT,moods,"['empowering', 'playful', 'body-confident']",Review against approved mood list,"Unapproved moods: empowering, playful, body-confident"
88,House of Burlesque Academy,Blurb,IMPORTANT,blurb,"Feathers flare, heels click, and something ancient...",Expand or condense to 50-120 words,Only 48 words (need 50-120)
89,Hundred Years Gallery,Moods,IMPORTANT,moods,"['wild', 'curious', 'wonder']",Review against approved mood list,"Unapproved moods: wild, curious, wonder"
89,Hundred Years Gallery,Genres,IMPORTANT,genres,"['experimental art', 'improvised music']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
90,IKLECTIK Art Lab,Moods,IMPORTANT,moods,"['witchy', 'rebellious']",Review against approved mood list,"Unapproved moods: witchy, rebellious"
90,IKLECTIK Art Lab,Genres,IMPORTANT,genres,"['experimental sound', 'performance rituals']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
90,IKLECTIK Art Lab,Blurb,IMPORTANT,blurb,A grassroots Art Lab dedicated to experimental sou...,Expand or condense to 50-120 words,Only 20 words (need 50-120)
91,Institute of Making (UCL) â€“ Papermaking Course,Moods,IMPORTANT,moods,"['craft & making', 'curious']",Review against approved mood list,"Unapproved moods: craft & making, curious"
91,Institute of Making (UCL) â€“ Papermaking Course,Blurb,IMPORTANT,blurb,"In Stratfordâ€™s academic heart, fibres are soften...",Expand or condense to 50-120 words,Only 49 words (need 50-120)
92,Jacksons Lane,Moods,IMPORTANT,moods,"['playful', 'curious']",Review against approved mood list,"Unapproved moods: playful, curious"
92,Jacksons Lane,Genres,IMPORTANT,genres,"['circus', 'contemporary performance']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
92,Jacksons Lane,Blurb,IMPORTANT,blurb,"Haringey's flagship arts venue for 45+ years, empo...",Expand or condense to 50-120 words,Only 17 words (need 50-120)
93,Jazz CafÃ© POSK,Moods,IMPORTANT,moods,"['melancholy', 'global']",Review against approved mood list,"Unapproved moods: melancholy, global"
93,Jazz CafÃ© POSK,Genres,IMPORTANT,genres,"['jazz', 'world music']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
93,Jazz CafÃ© POSK,Blurb,IMPORTANT,blurb,A Polish community jazz club where red curtains fr...,Expand or condense to 50-120 words,Only 17 words (need 50-120)
94,Jazzlive at the Crypt,Moods,IMPORTANT,moods,"['melancholy', 'candlelit']",Review against approved mood list,"Unapproved moods: melancholy, candlelit"
94,Jazzlive at the Crypt,Genres,IMPORTANT,genres,['improvised jazz'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
94,Jazzlive at the Crypt,Blurb,IMPORTANT,blurb,"Beneath St Giles Church, Friday nights dissolve in...",Expand or condense to 50-120 words,Only 21 words (need 50-120)
95,Kanpai London â€” Sake Tasting & DIY Sake Brewing,Moods,IMPORTANT,moods,"['curious', 'craft & making', 'epicurean']",Review against approved mood list,"Unapproved moods: curious, craft & making, epicurean"
95,Kanpai London â€” Sake Tasting & DIY Sake Brewing,Genres,IMPORTANT,genres,"['sake tasting', 'brewing']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
96,Kelechnekoff Pole Dance Studio,Moods,IMPORTANT,moods,"['fierce', 'sensual', 'empowering']",Review against approved mood list,"Unapproved moods: fierce, sensual, empowering"
96,Kelechnekoff Pole Dance Studio,Blurb,IMPORTANT,blurb,"Founded by Kelechi Okafor, this Peckham studio is ...",Expand or condense to 50-120 words,Only 48 words (need 50-120)
97,King's Head Theatre,Moods,IMPORTANT,moods,"['queer', 'punchy']",Review against approved mood list,"Unapproved moods: queer, punchy"
97,King's Head Theatre,Blurb,IMPORTANT,blurb,"London's longest-running pub theatre, now in a pur...",Expand or condense to 50-120 words,Only 18 words (need 50-120)
98,Kitchen Witchery at Made in Hackney,Moods,IMPORTANT,moods,"['earthy', 'practical', 'nourishing', 'witchy']",Review against approved mood list,"Unapproved moods: earthy, practical, nourishing, witchy"
98,Kitchen Witchery at Made in Hackney,Blurb,IMPORTANT,blurb,"Here, the spell is a soup. In this warm Clapton ki...",Expand or condense to 50-120 words,Only 42 words (need 50-120)
99,Library Pot,Moods,IMPORTANT,moods,"['intimate', 'slow-paced', 'foodie-friendly']",Review against approved mood list,"Unapproved moods: intimate, slow-paced, foodie-friendly"
100,Liminal 11 â€“ Tarot & Mysticism Events,Moods,IMPORTANT,moods,"['playful', 'mystical', 'creative']",Review against approved mood list,"Unapproved moods: playful, mystical, creative"
100,Liminal 11 â€“ Tarot & Mysticism Events,Blurb,IMPORTANT,blurb,From the artists of the Modern Witch tarot comes a...,Expand or condense to 50-120 words,Only 46 words (need 50-120)
101,Loading Bar,Moods,IMPORTANT,moods,"['retro', 'fun', 'community']",Review against approved mood list,"Unapproved moods: retro, fun, community"
101,Loading Bar,Blurb,IMPORTANT,blurb,A glow-lit lounge of glitch and glee — consoles bu...,Expand or condense to 50-120 words,Only 24 words (need 50-120)
102,London Calligraphy,Moods,IMPORTANT,moods,"['refined', 'contemplative']",Review against approved mood list,"Unapproved moods: refined, contemplative"
102,London Calligraphy,Genres,IMPORTANT,genres,"['pointed pen calligraphy', 'brush lettering']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
102,London Calligraphy,Blurb,IMPORTANT,blurb,"In the hush of hotel parlours and sunlit studios, ...",Expand or condense to 50-120 words,Only 49 words (need 50-120)
103,London Centre for Book Arts (LCBA),Moods,IMPORTANT,moods,"['craft & making', 'curious']",Review against approved mood list,"Unapproved moods: craft & making, curious"
104,London Cheese Board â€“ Cheese & Wine Pairing Evenings,Moods,IMPORTANT,moods,"['epicurean', 'curious', 'community']",Review against approved mood list,"Unapproved moods: epicurean, curious, community"
104,London Cheese Board â€“ Cheese & Wine Pairing Evenings,Genres,IMPORTANT,genres,"['cheese', 'wine']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
105,London Night Photography Tour â€“ London Streets Photography,Moods,IMPORTANT,moods,"['urban explorer', 'creative', 'curious']",Review against approved mood list,"Unapproved moods: urban explorer, creative, curious"
105,London Night Photography Tour â€“ London Streets Photography,Genres,IMPORTANT,genres,['night photography walk'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
105,London Night Photography Tour â€“ London Streets Photography,Blurb,IMPORTANT,blurb,The Thames gleams under bridge-light and moon. Thi...,Expand or condense to 50-120 words,Only 49 words (need 50-120)
106,London Smoke & Cure â€” Salami Sessions,Moods,IMPORTANT,moods,"['craft & making', 'epicurean', 'curious']",Review against approved mood list,"Unapproved moods: craft & making, epicurean, curious"
106,London Smoke & Cure â€” Salami Sessions,Genres,IMPORTANT,genres,['salami/charcuterie'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
107,Love & Loss – Grief Tending Rituals,Moods,IMPORTANT,moods,"['grief-held', 'mythic']",Review against approved mood list,"Unapproved moods: grief-held, mythic"
107,Love & Loss – Grief Tending Rituals,Genres,IMPORTANT,genres,"['grief rituals', 'communal healing']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
107,Love & Loss – Grief Tending Rituals,Blurb,IMPORTANT,blurb,"Grief is not a problem to be solved, but a river t...",Expand or condense to 50-120 words,Only 48 words (need 50-120)
108,Luna London â€“ Full Moon Gatherings & Workshops,Moods,IMPORTANT,moods,"['ritual', 'feminine', 'gentle', 'community']",Review against approved mood list,"Unapproved moods: ritual, feminine, gentle, community"
108,Luna London â€“ Full Moon Gatherings & Workshops,Blurb,IMPORTANT,blurb,"At every full moon, Luna London lights a soft fire...",Expand or condense to 50-120 words,Only 45 words (need 50-120)
109,Made in Hackney â€“ Preserving & Pickling Workshops,Moods,IMPORTANT,moods,"['craft & making', 'earthy', 'community']",Review against approved mood list,"Unapproved moods: craft & making, earthy, community"
109,Made in Hackney â€“ Preserving & Pickling Workshops,Blurb,IMPORTANT,blurb,"At Made in Hackney, preservation becomes praxis. I...",Expand or condense to 50-120 words,Only 47 words (need 50-120)
110,Mash Paddle Brewery â€” Brew Your Own Beer,Moods,IMPORTANT,moods,"['craft & making', 'adult play', 'curious']",Review against approved mood list,"Unapproved moods: craft & making, adult play, curious"
110,Mash Paddle Brewery â€” Brew Your Own Beer,Genres,IMPORTANT,genres,['beer brewing'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
111,Matchstick Piehouse,Moods,IMPORTANT,moods,"['rebellious', 'queer']",Review against approved mood list,"Unapproved moods: rebellious, queer"
111,Matchstick Piehouse,Blurb,IMPORTANT,blurb,"Resurrected by artists as a worker-run co-op, this...",Expand or condense to 50-120 words,Only 18 words (need 50-120)
112,Miller’s Way Project – Pay It Forward Sound Therapy,Moods,IMPORTANT,moods,"['restorative', 'accessible']",Review against approved mood list,"Unapproved moods: restorative, accessible"
112,Miller’s Way Project – Pay It Forward Sound Therapy,Genres,IMPORTANT,genres,"['sound healing', 'community care']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
112,Miller’s Way Project – Pay It Forward Sound Therapy,Blurb,IMPORTANT,blurb,In a converted garage on a quiet West London stree...,Expand or condense to 50-120 words,Only 47 words (need 50-120)
113,Music Tree Circles – Circle Singing,Moods,IMPORTANT,moods,"['communal', 'spontaneous']",Review against approved mood list,"Unapproved moods: communal, spontaneous"
113,Music Tree Circles – Circle Singing,Blurb,IMPORTANT,blurb,Voices weave like vines in the Music Tree Circles....,Expand or condense to 50-120 words,Only 47 words (need 50-120)
114,Mysteries of the Tarot with Richard Abbot,Moods,IMPORTANT,moods,"['introspective', 'symbolic', 'intellectual']",Review against approved mood list,"Unapproved moods: introspective, symbolic, intellectual"
114,Mysteries of the Tarot with Richard Abbot,Blurb,IMPORTANT,blurb,Richard Abbot teaches tarot not as fortune-telling...,Expand or condense to 50-120 words,Only 44 words (need 50-120)
115,Neon Naked Life Drawing,Moods,IMPORTANT,moods,"['vibrant', 'playful', 'rebellious', 'experimental']",Review against approved mood list,"Unapproved moods: vibrant, playful, rebellious, experimental"
115,Neon Naked Life Drawing,Blurb,IMPORTANT,blurb,"Under blacklight, bodies become living canvases. A...",Expand or condense to 50-120 words,Only 41 words (need 50-120)
116,New River Studios,Moods,IMPORTANT,moods,"['community', 'experimental', 'group energy']",Review against approved mood list,"Unapproved moods: community, experimental, group energy"
116,New River Studios,Genres,IMPORTANT,genres,"['experimental music', 'community arts']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
117,Night Street Art Photography Workshop â€“ Shoreditch Street Art Tours,Moods,IMPORTANT,moods,"['urban explorer', 'curious', 'creative']",Review against approved mood list,"Unapproved moods: urban explorer, curious, creative"
117,Night Street Art Photography Workshop â€“ Shoreditch Street Art Tours,Genres,IMPORTANT,genres,"['street-art walk', 'night photography']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
117,Night Street Art Photography Workshop â€“ Shoreditch Street Art Tours,Blurb,IMPORTANT,blurb,"In Shoreditch after dark, murals take on a second ...",Expand or condense to 50-120 words,Only 49 words (need 50-120)
118,Old Bexley Soap & Candle Co. â€“ Candle & Soap Courses,Moods,IMPORTANT,moods,"['cosy', 'sensory']",Review against approved mood list,"Unapproved moods: cosy, sensory"
118,Old Bexley Soap & Candle Co. â€“ Candle & Soap Courses,Genres,IMPORTANT,genres,"['natural soy-wax candle making', 'cold-process soap making']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
119,Orange Tree Theatre,Moods,IMPORTANT,moods,"['curious', 'intimate']",Review against approved mood list,"Unapproved moods: curious, intimate"
120,Oslo Hackney,Moods,IMPORTANT,moods,"['ecstatic', 'playful']",Review against approved mood list,"Unapproved moods: ecstatic, playful"
120,Oslo Hackney,Blurb,IMPORTANT,blurb,A 375-capacity venue in a redeveloped railway stat...,Expand or condense to 50-120 words,Only 22 words (need 50-120)
121,Otter Chaos,Moods,IMPORTANT,moods,"['cosy', 'sociable', 'eclectic']",Review against approved mood list,"Unapproved moods: cosy, sociable, eclectic"
122,Park Theatre,Moods,IMPORTANT,moods,"['thoughtful', 'salon']",Review against approved mood list,"Unapproved moods: thoughtful, salon"
122,Park Theatre,Genres,IMPORTANT,genres,"['new writing', 'modern revivals']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
122,Park Theatre,Blurb,IMPORTANT,blurb,"A neighbourhood theatre with global ambition, deli...",Expand or condense to 50-120 words,Only 15 words (need 50-120)
123,Phantom Peak,Moods,IMPORTANT,moods,"['mystical', 'exploratory', 'narrative']",Review against approved mood list,"Unapproved moods: mystical, exploratory, narrative"
124,Phoenix Cinema,Moods,IMPORTANT,moods,"['sacred', 'curious']",Review against approved mood list,"Unapproved moods: sacred, curious"
124,Phoenix Cinema,Genres,IMPORTANT,genres,"['art house', 'independent']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
124,Phoenix Cinema,Blurb,IMPORTANT,blurb,One of the UK's oldest continuously operating pict...,Expand or condense to 50-120 words,Only 21 words (need 50-120)
125,Phonox,Moods,IMPORTANT,moods,"['big night out', 'ecstatic']",Review against approved mood list,"Unapproved moods: big night out, ecstatic"
126,Pizza Express Jazz Club,Moods,IMPORTANT,moods,"['candlelit', 'folk']",Review against approved mood list,"Unapproved moods: candlelit, folk"
126,Pizza Express Jazz Club,Genres,IMPORTANT,genres,['jazz'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
126,Pizza Express Jazz Club,Blurb,IMPORTANT,blurb,One of London's most iconic jazz venues since 1976...,Expand or condense to 50-120 words,Only 21 words (need 50-120)
127,Pleasance Theatre,Moods,IMPORTANT,moods,"['playful', 'curious']",Review against approved mood list,"Unapproved moods: playful, curious"
127,Pleasance Theatre,Blurb,IMPORTANT,blurb,A leading arts charity championing innovation and ...,Expand or condense to 50-120 words,Only 19 words (need 50-120)
128,Poetry CafÃ©,Moods,IMPORTANT,moods,"['word', 'thoughtful', 'intimate']",Review against approved mood list,"Unapproved moods: word, thoughtful, intimate"
128,Poetry CafÃ©,Genres,IMPORTANT,genres,"['poetry readings', 'workshops']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
129,Pole Mission Dance Studio,Moods,IMPORTANT,moods,"['inclusive', 'confidence-building', 'fun']",Review against approved mood list,"Unapproved moods: inclusive, confidence-building, fun"
129,Pole Mission Dance Studio,Blurb,IMPORTANT,blurb,"Tucked above Dean Street, Pole Mission pulses with...",Expand or condense to 50-120 words,Only 47 words (need 50-120)
130,Poplar Union,Moods,IMPORTANT,moods,"['earthy', 'tender']",Review against approved mood list,"Unapproved moods: earthy, tender"
130,Poplar Union,Genres,IMPORTANT,genres,"['community arts', 'workshops']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
130,Poplar Union,Blurb,IMPORTANT,blurb,A grassroots community arts centre making creativi...,Expand or condense to 50-120 words,Only 17 words (need 50-120)
131,Print Club London,Moods,IMPORTANT,moods,"['craft & making', 'vibrant']",Review against approved mood list,"Unapproved moods: craft & making, vibrant"
131,Print Club London,Blurb,IMPORTANT,blurb,Beneath the corrugated canopy of Hackneyâ€™s creat...,Expand or condense to 50-120 words,Only 49 words (need 50-120)
132,Questors Theatre,Moods,IMPORTANT,moods,"['family-friendly', 'thoughtful']",Review against approved mood list,"Unapproved moods: family-friendly, thoughtful"
132,Questors Theatre,Genres,IMPORTANT,genres,"['amateur theatre', 'touring companies']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
132,Questors Theatre,Blurb,IMPORTANT,blurb,"One of the UK's leading amateur theatres, staging ...",Expand or condense to 50-120 words,Only 16 words (need 50-120)
133,Rich Mix,Moods,IMPORTANT,moods,"['earthy', 'ecstatic']",Review against approved mood list,"Unapproved moods: earthy, ecstatic"
133,Rich Mix,Blurb,IMPORTANT,blurb,"East London's home for culture and creativity, a c...",Expand or condense to 50-120 words,Only 18 words (need 50-120)
134,Rick Nodine Contact Improvisation Classes & Jam,Moods,IMPORTANT,moods,"['playful', 'tactile', 'communicative', 'exploratory']",Review against approved mood list,"Unapproved moods: playful, tactile, communicative, exploratory"
134,Rick Nodine Contact Improvisation Classes & Jam,Blurb,IMPORTANT,blurb,"In this open-floor playground, bodies lean, spiral...",Expand or condense to 50-120 words,Only 46 words (need 50-120)
135,Rio Cinema,Moods,IMPORTANT,moods,"['rebellious', 'curious']",Review against approved mood list,"Unapproved moods: rebellious, curious"
135,Rio Cinema,Genres,IMPORTANT,genres,"['art house', 'premieres']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
135,Rio Cinema,Blurb,IMPORTANT,blurb,"Dalston's crown jewel, an art-deco picture palace ...",Expand or condense to 50-120 words,Only 22 words (need 50-120)
136,Rogues Quarter,Moods,IMPORTANT,moods,"['rustic', 'strategy-heavy', 'casual']",Review against approved mood list,"Unapproved moods: rustic, strategy-heavy, casual"
137,Rose Theatre,Moods,IMPORTANT,moods,"['voice', 'wonder']",Review against approved mood list,"Unapproved moods: voice, wonder"
138,Roundhouse,Moods,IMPORTANT,moods,"['rebellious', 'ecstatic']",Review against approved mood list,"Unapproved moods: rebellious, ecstatic"
138,Roundhouse,Blurb,IMPORTANT,blurb,An iconic iron-roofed performing arts venue with i...,Expand or condense to 50-120 words,Only 15 words (need 50-120)
139,Royal Docks Swim Series (RDSS) Evening Swim,Moods,IMPORTANT,moods,"['wild', 'adventurous', 'urban explorer']",Review against approved mood list,"Unapproved moods: wild, adventurous, urban explorer"
139,Royal Docks Swim Series (RDSS) Evening Swim,Genres,IMPORTANT,genres,['open-water swimming'],Adjust to 3-5 genres,Has 1 genres (recommended 3-5)
140,Rule Zero,Moods,IMPORTANT,moods,"['immersive', 'geeky', 'welcoming']",Review against approved mood list,"Unapproved moods: immersive, geeky, welcoming"
140,Rule Zero,Blurb,IMPORTANT,blurb,A multi-storey spellbook of games and geekery — Ru...,Expand or condense to 50-120 words,Only 30 words (need 50-120)
141,Sacred Geometry & Alchemy with Golden Light,Moods,IMPORTANT,moods,"['esoteric', 'symbolic', 'meditative']",Review against approved mood list,"Unapproved moods: esoteric, symbolic, meditative"
141,Sacred Geometry & Alchemy with Golden Light,Blurb,IMPORTANT,blurb,"Inside the Light Centre, forms and frequencies tak...",Expand or condense to 50-120 words,Only 46 words (need 50-120)
142,Sadler's Wells,Moods,IMPORTANT,moods,"['movement', 'awe', 'ritual']",Review against approved mood list,"Unapproved moods: movement, awe, ritual"
142,Sadler's Wells,Genres,IMPORTANT,genres,"['contemporary dance', 'ballet']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
143,Sanctuary Singing Circle,Moods,IMPORTANT,moods,"['soulful', 'uplifting']",Review against approved mood list,"Unapproved moods: soulful, uplifting"
143,Sanctuary Singing Circle,Blurb,IMPORTANT,blurb,Held in the hush of a city church or soft-lit stud...,Expand or condense to 50-120 words,Only 45 words (need 50-120)
144,Sandrine Bettinelli â€“ 'Embrace the Journey' Tantra Workshop,Moods,IMPORTANT,moods,"['intimate', 'healing', 'nourishing', 'exploratory']",Review against approved mood list,"Unapproved moods: intimate, healing, nourishing, exploratory"
144,Sandrine Bettinelli â€“ 'Embrace the Journey' Tantra Workshop,Blurb,IMPORTANT,blurb,"Held in the hush of Anatomie Studio, this full-day...",Expand or condense to 50-120 words,Only 46 words (need 50-120)
145,Scala,Moods,IMPORTANT,moods,"['big night out', 'rebellious']",Review against approved mood list,"Unapproved moods: big night out, rebellious"
145,Scala,Genres,IMPORTANT,genres,"['club nights', 'live music']",Adjust to 3-5 genres,Has 2 genres (recommended 3-5)
