name,blurb,location,url,tags,status
Prince Charles Cinema,"Where cult classics and midnight marathons thrive, this independent cinema hosts all-night screenings for those who refuse to sleep when cinema beckons.",Leicester Square,https://princecharlescinema.com,,Active
TwickFolk at The Cabbage Patch,"A volunteer-run folk club thriving since 1983, where voices rise over acoustic guitars in a Twickenham pub, keeping the old songs alive.",Twickenham,https://www.twickfolk.co.uk,,Active
Park Royal Design District,"A creative quarter housing 250+ artist studios in converted industrial buildings, where open studios and exhibitions invite you into working creative minds.",Park Royal,https://www.parkroyaldesigndistrict.co.uk,,Active
Bollo Studios,"Artist studios and gallery space in Acton where ceramicists, painters, and makers open their doors to visitors, creativity spilling into the street.",Acton,https://www.bollobrook.com,,Active
Foster Books,"An 18th-century Chiswick bookshop where rare volumes and literary events gather, the scent of old paper mixing with new ideas.",Chiswick,https://www.fosterbooks.net,,Active
Lloyds of Kew,"A rare and antiquarian bookshop specializing in botanical and horticultural texts, where leather-bound gardens bloom on every shelf.",Kew,https://lloydskew.co.uk,,Active
The Open Book,"A Richmond bookshop and café where literary discussions unfold over coffee, author events draw local crowds, and books become conversation.",Richmond,https://www.theopenbookrichmond.co.uk,,Active
Pitshanger Bookshop,"An Ealing bookshop hosting readings, book clubs, and writing workshops, where words gather communities and stories find their people.",Ealing,https://www.pitshangerbooks.co.uk,,Active
The Sheen Bookshop,"A cosy East Sheen bookshop with storytelling sessions, author talks, and community warmth radiating from every carefully curated shelf.",East Sheen,https://www.thesheenbookshop.co.uk,,Active
All Good Bookshop,"A worker co-operative bookshop in Wood Green hosting open mics, zine fairs, and radical readings, where community ownership means genuine care.",Wood Green,https://www.allgoodbookshop.co.uk,,Active
OPEN Ealing,"A multi-arts venue in central Ealing presenting theatre, music, comedy, and film, where creativity meets accessibility in West London.",Ealing,https://www.openealing.com,,Active
Kiln Theatre,"Formerly Tricycle Theatre, now Kiln, where stories from around the world take centre stage in a Kilburn venue committed to diverse voices and bold narratives.",Kilburn,https://kilntheatre.com,,Active
Studio Crumb,"A monthly vinyl-only party in The Bunker where DJ Haseeb Iqbal treats the dancefloor like a theatre, guiding dancers through spiritual deep-cuts and sonic histories.",Deptford,https://www.dazeddigital.com/music/article/68108/1/dazed-guide-best-london-club-nights-in-2025-opia-fold-techno-latinx-reggaeton,,Active
Club Are,"A queer-founded multidisciplinary platform where sound, visual art, fashion, and community blur, each edition concept-driven and centring queer, trans, and non-binary voices.",East London,https://www.clubare.co,,Active
Club Stamina,"DJ Mina Galán's night championing femme and trans talent through reggaeton, baile funk, and perreo, an antidote to techno-heavy exclusionary scenes.",Various London,https://www.instagram.com/clubstamina,,Active
MAS ARTS,"A mobile sound system delivering pop-up raves to unexpected places, working with youth clubs and community organisations to bring music to the people.",Pop-up locations,https://www.instagram.com/masartslondon,,Active
2C Perrea,"Queer-friendly reggaeton founded by Latinx migrants craving community, a safe space to reconnect with music from home and push Latin club boundaries.",East/South London,https://www.instagram.com/2cperrea,,Active
Eastern Margins,"Record label and events collective celebrating alternative music from East and Southeast Asia, where bootleg aesthetics and DIY rave meet physical communion.",Pop-up venues,https://easternmargins.com,,Active
Tech Couture LDN,"Colourful techno party bringing self-expression and playful energy back to the dancefloor, platforming rising and established DJs with inclusive sweaty joy.",Canning Town,https://www.instagram.com/techcoutureLDN,,Active
Opia,"Club night-turned cultural movement where glamour, fashion photography, and performance blur with rave, celebrating chaotic beauty and chosen family.",East London,https://www.instagram.com/opia.London,,Active
Queer House Party,"DIY collective merging safer accessible spaces with high-energy club nights, bringing politics back to the dancefloor and building global queer community.",Hackney,https://www.instagram.com/queerhouseparty,,Active
Ceilidh Liberation Front,"The Nest Collective transforms traditional ceilidh into radical sweat-busting party, breathing vigour into folk dance while honouring its roots.",Grand Junction & various,https://thenestcollective.co.uk/projects/ceilidhs,,Active
Bootylicious,"Long-running LGBTQ+ club night serving Amapiano, Dancehall, Afrobeat, and RnB across multiple floors, a rave for queer people who love a good boogie.",Union & Scala,https://bootyldn.com,,Active
Slimelight,"World-renowned dark scene club with three floors: industrial/EBM techno, goth/post-punk, and indie dance/dark disco, open until 6am with mandatory creative dress.",Islington,https://www.slimelight.com,,Active
Dark Scene London,"Summer soiree bringing together the dark music community across three floors: futurepop, darkwave, industrial, dark techno, and EBM until 5am.","Omeara, London Bridge",https://omearalondon.com,,Active
Sanura Dance,"Queer-run dance school where FLINTA and LGBTQ+ people learn to lead and follow in salsa and bachata, breaking traditional norms with weekly classes and monthly socials.",Studio 68 & The Castle,https://www.sanuradance.com,,Active
DTMF! (Don't Touch My Fro!),"Underground collective playing afro-centric forward-facing grooves monthly, moving from house and acid to boogie and funk with healing soulful vibes.",MOT Unit,https://www.instagram.com/dtmflondon,,Active
Boudica,"Queer-led platform blending dark techno, acid, and trance with protest energy, turning bodily autonomy into defiant celebration with chosen-family atmosphere.",Canning Town,https://www.instagram.com/boudicaLDN,,Active
Playbody Warehouse,"Creative collective transforms warehouse into immersive celebration with installations, ambient sets, and live performances as ode to human connection.",Hackney Wick,https://www.instagram.com/playbody.LDN,,Active
Pink Singers,"London's longest-running LGBT+ choir gathers like a small storm of harmony, shoulders touching, scores rustling, hearts very much awake. The Pink Singers keep queer history humming in real time: protest songs, pop choruses, tender arrangements that can leave you blinking back tears in the interval. If you want to feel your voice woven into a bigger, brighter rope of sound, this is one for the brave petal with a choir-shaped ache.",Central London,https://www.pinksingers.co.uk/,,Active
London Sacred Harp,"Sacred Harp is congregational singing in four parts, arranged in a square rather than a stage: everyone facing inward, everyone both audience and choir. There are no auditions and no performances to polish for, just songs called from a shared book and hurled joyfully into the air, a light-winged leap into wonder. Expect raw, shaking chords, a lark's clear call at dusk, and the odd miracle of strangers breathing as one.",Hampstead,https://londonsacredharp.org/,,Active
Chickenshed Community Choir,"At Chickenshed, the choir feels like an extension of the theatre's beating heart: open doors, warm ushers, songs that make room for every kind of voice. Term-time sessions unfold in bright halls and church naves, notes that perch and stay even after people have gone home. If you're easing yourself back into singing after a long, quiet spell, this is a gentle place to test your wings.",Chickenshed Theatre and Christ the King,https://www.chickenshed.org.uk/workshops-and-classes,,Active
South East London Queer Choir,"In Nunhead, a queer choir gathers in borrowed rooms and spills out onto pavements for solidarity gigs, protests and a big winter street takeover. Books may be closed to new singers at times, but the sound still ripples through south-east London, borne aloft by quiet joy and a tailwind of mischief. For Larklings, this is one to follow, to stand beside, to hear what resistance sounds like when it's in four-part harmony.","Nunhead, South East London",https://www.genevievedawson.com/community,,Active
Heart Song Collective CIC,"Heart Song Collective gathers queer and allied voices in a circle, not a line, held in a trauma-informed way and sung without gendered parts. Songs for co-regulation, breath, and soft presence; a hush shaped like birdsong more than a traditional choir practice. If your nervous system is tired of pushing through and needs somewhere to tremble and settle among friends, this is a nest of stories and string lights.",South East London,https://www.naturalvoice.net/choir/heart-song-collective-cic/,,Active
F*Choir,"F*Choir is less hymn book, more spell book: a 60-plus strong, all-genders choir singing about gender, sexuality, freedom and rage. Rehearsals are sweaty, laughing, political; performance nights feel like a gig crossed with a ritual, a cry soft as wingbeat and sometimes as loud as a siren. Ideal for the petal who wants their harmonies with teeth, their choruses circling closer to something true.",London (roaming across arts and community spaces),https://fchoir.com/about/,,Active
Sing For Freedom Choir,"A choir born from stories of exile and arrival, Sing For Freedom brings refugees, migrants and local Londoners into one shared sound. Concession schemes and subsidised spots keep the door propped open; songs travel from folk to contemporary, threads of sound spun midair between languages. Come if you need reminding that borders are human inventions and harmony is not.",Central London,https://www.togetherproductions.co.uk/sff-public-page,,Active
London City Voices,"London City Voices is a big, bright sprawl of non-audition choirs meeting in hired halls after work, swapping laptops for lyric sheets. Expect upbeat pop, hands in the air, that flash of recognition when the person next to you also quietly knows every harmony. It's less hidden gem than friendly flock, but for some petals, this is exactly the soft landing they need.",Multiple locations across central London and online,https://www.londoncityvoices.co.uk/,,Active
Healing Choir,"In Kilburn, Healing Choir treats song as a kind of shared medicine: free to attend, open to all abilities, rooted in breath, movement and communal vocalisation. Sessions are more about how it feels in the body than how it sounds from the back row. If life has left you hoarse and you're looking for a room that will simply let you exhale and hum, this one waits with open arms.","Kilburn, North West London",https://www.paprika.org.uk/healing-choir,,Active
Outer Circle Voice Circle,"Outer Circle is an experimental vocal group for women and non-binary people, meeting monthly at SET Social Peckham to sing, breathe, shout and create together. It's explicitly not a choir: no auditions, no sheet music, just improvisation and a tailwind of surprise. Perfect if you want to explore what your voice can do beyond verses and choruses, gliding through alleys and arches of sound you didn't know you had.",Peckham,https://setspace.uk/event/outer-circle-voice-circle-women-and-non-binary-vocal-workshop/,,Active
Catford Community Choir,"In a bright room at Corbett Community Library, neighbours gather between stacks and storybooks to sing their way through the week. Babies and toddlers are welcome to crawl, clatter and join in, turning rehearsal into a small domestic carnival. It's sheltered beneath the beams and warm as a robin's hollow: if you're looking for somewhere low-pressure and local to stretch your lungs, this is a gentle starting perch.",Catford,https://thevillagelondon.co.uk/service/catford-community-choir/,,Active
Theatre in the Pound,"At The Cockpit, scratch is taken literally: theatre-makers rent the space for a pound a minute and fling 10–15 minute ideas into the dark, then listen as the room answers back. Theatre in the Pound is low-cost, not-for-profit and gloriously rough-feathered, a night where wild hunches and half-built scenes are carried on a breath of song. If you like the feeling of catching a show mid-moult, before it grows its final plumage, this is your roost, petal.",Marylebone (The Cockpit),https://www.thecockpit.org.uk/article/theatre_in_the_pound,,Active
Big Bang Scratch Night,"Big Bang is Camden People's Theatre's ongoing experiment in controlled theatrical explosions: short bursts of brand-new work sharing a single orbit for one night only. Expect queer cabaret fragments, political performance, strange monologues and oddball dance-theatre, all fluttering toward the unfamiliar. It's the place to see tiny universes of theatre right at ignition, trembling with finchlight before they streak off elsewhere.",Camden (Camden People's Theatre),https://cptheatre.co.uk/whatson/Big-Bang-Scratch-Night-30-March-2025,,Active
Scratch Renaissance,"At Chisenhale Dance Space, Scratch Renaissance is more than a one-off night: it's a year-long flock of evenings where emerging and marginalised artists test the edges of movement and performance. One month might hold queer dance rituals, the next a solo that drifts like a feather through evening, all shaped by an artist-led ethos and fair-pay agreements. Come if you like your work-in-progress sweaty, tender and willing to fall on its face in front of you, then rise with the thermals of curiosity.",Mile End (Chisenhale Dance Space),https://www.chisenhaledancespace.co.uk/scratch-renaissance/,,Active
Freshly Squeezed Scratch Night,"St Margaret's House in Bethnal Green hosts Freshly Squeezed, a night of six bite-sized scripts from up-and-coming writers in a cosy, community-space setting. It's all bare stages and bright words: you sit among neighbours as scenes hatch and wobble into life, notes that perch and stay even after the lights come up. If you like championing brave first drafts and being part of gentle, generous feedback, this is a soft-lit corner made for you, petal.",Bethnal Green (St Margaret's House),https://www.stmargaretshouse.org.uk/events/freshly-squeezed-scratch-night,,Active
Devise & Conquer – Scratch Night & Cabaret,"At The Divine, Devise & Conquer turns scratch into a late-night variety spell: drag, comedy, theatre and poetry sharing a low-lit stage with glitter ground into the floorboards. The bill shifts each time but the ethos stays steady—emerging artists testing new work while a friendly crowd hoots, hollers and holds the gaps. It's a nest of stories and string lights for petals who like their experiments sequinned, messy and gloriously alive.",Dalston,https://thedivine.co.uk/event/devise-conq-3-scratch/,,Active
Freelance Royalty Scratch Nights,"Stratford East's Freelance Royalty Scratch Nights happen not on a grand stage but in the theatre bar, where small performance spaces bloom between tables and glasses. Short works-in-progress share the evening with laughter, side chats and chance encounters with future collaborators. It's relaxed, low-stakes and welcoming—more murmuring roost than formal showcase—ideal for petals who want to test an idea without fanfare and meet others doing the same.",Stratford (Theatre Royal Stratford East Bar),https://www.stratfordeast.com/royalty-scheme/freelance-royalty/freelance-royalty-scratch-nights/,,Active
Belly Scratch,"Belly Scratch at Underbelly Boulevard is a cabaret-style scratch night offering four artists up to twenty minutes each to bare the bones of a new show. You might see first scenes of a future fringe hit, a strange solo that refuses to behave, or a script read-through that suddenly takes flight. The room is built for risk and laughter, a cry soft as wingbeat in a velvet-clad basement, perfect for a petal who wants to feel the city's next ideas rumbling under their feet.",Soho (Underbelly Boulevard),https://underbellyboulevard.com/belly-scratch/,,Active
GrimFest Scratch Night,"GrimFest's Scratch Night at the Old Red Lion is a lantern-lit gathering for lovers of horror and the deliciously uncanny. Extracts from new plays, snatches of cabaret, twisted storytelling and odd comedy line up like ravens on a wire, each testing how far the dark can stretch. If you like your work-in-progress tinged with blood-red light and nervous laughter, wing your way here and sit close to the aisle.",Islington (Old Red Lion Theatre),https://www.oldredliontheatre.co.uk/grimfest-scratch-night.html,,Active
Taking Centre Stage: A Scratch Cabaret,"In the River Room at Riverside Studios, Stoke the Embers' Taking Centre Stage brings together short scenes, spoken word and live music from emerging and established artists. It's eclectic and sociable: come for the new work, stay to meet the people who made it, drifting like a feather through evening from one conversation to the next. This is where collaborations are born over interval drinks, a light-winged leap into wonder right beside the Thames.",Hammersmith (Riverside Studios – River Room),https://riversidestudios.co.uk/see-and-do/taking-centre-stage-a-scratch-cabaret-117843/,,Active
Theatre Scratch Night,"The London Art Bar hosts a cosy theatre scratch night just off High Holborn, where brand-new pieces stand up in front of a supportive, wine-sipping crowd. Writers, directors and performers show work at its most vulnerable, then invite thoughts from the room; audience members become part of the creative process, not just observers. It's sheltered beneath the beams and warm as a robin's hollow, especially for petals curious about the making as much as the finished show.",Holborn (The London Art Bar),https://www.londonartbar.com/calendar/theatre-scratch-night-nov-2025,,Active
GT Scratch,"GT Scratch at Greenwich Theatre frames itself simply: new ideas, raw talent, live feedback. On any given night you might catch early scenes from a touring show, a strange little gem that only exists for one performance, or a devised piece still figuring out its own wingspan. For petals in south-east London, it's a welcoming perch to see what tomorrow's theatre-makers are hatching right now.",Greenwich (Greenwich Theatre),https://greenwichtheatre.org.uk/events/gt-scratch/,,Active
The London Library,"A private members' library that feels like it's been quietly breathing for centuries. Metal stacks, spiralling staircases and desk lamps casting soft halos over readers deep in their own chapters. Some evenings the building stays open late, and once a month the lights burn longer still – a hush-filled refuge for those who write best after dark, padding between shelves as the city outside winds down.",St James's,https://www.londonlibrary.co.uk,,Active
British Library (Late Reading Rooms),"The country's great red-brick ark of words keeps its doors and reading rooms open into the evening – most weekdays until 20:00 – so the after-work hours can stretch into a quiet second shift. Long desks, steady lamplight and the faint rustle of pages make it a gentle place to revise, research or simply read yourself back together, before the last soft call for closing time.",King's Cross,https://www.bl.uk/visit,,Active
Barbican Foyers & Library Corners,"By day, a concrete citadel; by night, a softly glowing warren of sofas, tables and power sockets open until around 23:00. You can tuck yourself into a corner with a laptop while orchestras warm up behind distant doors, or draft emails beneath hanging plants as filmgoers drift past. It's less shh-library, more nocturnal living room for the city's bookish night birds.","Barbican, City of London",https://www.barbican.org.uk,,Active
Morocco Bound Bookshop,"Tucked down a side street near London Bridge, this tiny ship of a bookshop sails from quiet daytime co-working into a low-lit bar and event space at night. Shelves of global fiction, local beers from the Bermondsey Beer Mile and regular jazz, poetry and salon-style nights make it a perfect nest for those who like their studying punctuated by readings, music and a late pint with fellow word-dwellers.","Bermondsey, SE1",https://www.moroccobound.co.uk,,Active
London Review Bookshop & St. JOHN at the Bookshop,"In Bloomsbury's literary heart, the London Review Bookshop and its St. JOHN café make a gentle evening bolthole: shelves dense with ideas, a hidden terrace, and wine or hot chocolate to keep you company until early evening closing. On events nights the shop reshapes itself into a miniature auditorium – a place to listen, take notes, and then slip back out into the dark with a new book under your arm and a head full of sentences.","Bloomsbury, WC1",https://www.londonreviewbookshop.co.uk,,Active
Bàrd Books,"Part bookshop, part café, part low-key salon, Bàrd keeps the lights on into the evening – often until 20:00, with book clubs and events that drift later. You can work at the back on free wifi among art books and local exhibitions, then stay as the day softens into wine, snacks and softly chattering readers. On some nights there's comedy, quizzes or even a bookshop rave: a study nest that happily forgets to be serious after dark.",Bow,https://www.wearebardbooks.co.uk,,Active
Second Home Spitalfields,"If you work best when everyone else is asleep, this greenhouse-like co-working space offers 24/7 access for members: curving desks wrapped in plants, long sight-lines of fellow night workers and quiet corners for deep focus. It's less a café and more a habitat – a place to bring big projects, late deadlines and the kind of slow-burning ideas that need the whole night to unfold, petal.","Spitalfields, E1",https://secondhome.io/coworking-space-london/east-london,,Active
VQ Bloomsbury (24-Hour Café & Diner),"Not indie in the strictest sense, but a stalwart for students and shift-workers in need of a table at 3am. Open 24 hours, this Bloomsbury café-diner serves breakfast and comfort food around the clock, with free wifi and a steady churn of fellow night people. It's more fluorescent than fairy-lit, but when the deadline looms and every other door is closed, VQ becomes a surprisingly tender kind of nest.","Bloomsbury, WC1",https://www.vqrestaurants.com,,Active
Polo Bar – 24 Hour Great British Café & Bar,"Across from Liverpool Street, Polo Bar has been pouring coffee and frying breakfasts through the small hours for decades. Open 24/7, it's not a quiet library – more a glowing window onto the city's insomniac life – but if you claim a booth, order tea and open your notebook, it becomes a strange, cinematic study spot: words flowing as taxis unload, club kids drift past, and the station clocks creep towards dawn.",Opposite Liverpool Street Station,https://www.polobar.co.uk,,Active
Costa at St Pancras – Station Study Watchpost,"Hardly a hidden indie gem, but legendary among students for one thing: after the last trains leave, the station falls almost silent, and the 24-hour coffee shop turns into a ghostly, fluorescent reading room. It's where essays get finished between departures and arrivals, where you can sit with your laptop, a refill and the feeling of being briefly nowhere – a temporary nest for those nights when you just can't go home yet.",King's Cross,https://stpancras-highspeed.com,,Active
Embracing Grief – London Grief Tending Circles,"Grief here is not a problem to fix but a weather to sit inside together. Embracing Grief host beautifully held circles and rituals in London, inviting you to lean into sorrow, rage, numbness and love with others who understand. Expect blankets, song, simple ritual and a steady facilitation team who know how to tend big feelings without rushing you, petal.",Hackney,https://www.griefsupport.org.uk,,Active
Old School Rooms @ Round Chapel – Communal Grief Rituals,"The Old School Rooms at the Round Chapel become a kind of indoor clearing for the heart: drums, song and a circle of chairs under high Hackney rafters. On communal grief ritual days, dozens gather to cry, wail, breathe and be witnessed, with plenty of time for gentle landing afterwards. If you're longing to feel less alone in your loss, this is a rare, brave nest for collective mourning.",Hackney,https://www.roundchapel.org,,Active
Bija Garden of Wellbeing – Grief Circles in the Garden,"Tucked behind a West Ealing terrace, Bija Garden is a tiny eco-studio of fairy lights, foliage and soft rugs on the floor. Alongside restorative yoga and women's circles, it occasionally hosts small grief circles and healing evenings—quiet, candlelit spaces where nine or so souls can rest their bones and speak what hurts. A good perch if you want grief held with herbal tea, gentle spirituality and a lot of cushions.",Ealing,https://bijagarden.com,,Active
Bonnington Centre Death Café,"In a scruffy, beloved community centre just off Vauxhall's main drag, the Bonnington Death Café gathers people around tables for cake, tea and talk of mortality. There's no agenda beyond honesty: you show up, you speak or listen, and death is allowed to be mentioned in the same breath as everyday life. Perfect if you want something low-key and kitchen-table real rather than formal therapy.",Vauxhall (SW8),https://deathcafe.com/c/bonningtoncentre/,,Active
Rosslyn Hill Unitarian Chapel – Hampstead Death Café,"Rosslyn Hill Chapel is all steep steps, stone and stained glass—a Unitarian church that doubles as a haven for difficult conversations. Their Hampstead Death Café meets in this contemplative setting, welcoming anyone who wants to talk about death, grief and meaning without dogma or drama. Come for the candlelit calm and leave with that curious lightness that arrives when the unsayable has finally been said aloud.",Hampstead (NW3),https://www.rosslynhillchapel.org.uk,,Active
Community Sauna Baths – Grief Sauna,"Community Sauna Baths turns old public baths in Hackney Wick and a Stratford garden plot into steamy, wood-fired sanctuaries. Among the usual sauna sessions are special 'grief saunas' and trans grief nights—ritual-inflected steams where you can sweat, plunge and breathe through heartache in company. Think fire, water, silence and a small flock of strangers softening together in the heat.",Hackney Wick,https://community-sauna.co.uk,,Active
Release: Boxing Through Grief – London Community Boxing,"At London Community Boxing in Peckham, The Loss Project's 'Release: Boxing Through Grief' swaps talking cures for heavy bags and footwork. Guided by a coach and grief practitioners, you get to punch, move and breathe your way through loss in a held, low-cost space. Ideal if your grief feels restless or angry and you need somewhere you won't be told to sit still and be sensible.",Peckham (SE15),https://www.instagram.com/thelossproject1/,,Active
Grief Rave & Grief Moves – The Fandangoe Discoteca x The Loss Project,"The Fandangoe Discoteca is a travelling pink mini-club that parks up at places like Southbank Centre and invites you to dance out your grief. Grief Raves and Grief Moves sessions mix DJ sets, joy-soaked visuals and mental health practitioners on hand, holding space for everything from bereavement to climate dread. It's loud, tender and gloriously strange—a tiny disco nest where tears and euphoria share the same dancefloor.","Touring (often Southbank Centre, SE1)",https://www.thelossproject.com/thefandangoediscoteca,,Active
"Galleria Objets – ""Your Grief Belongs To You, And Can Be So So Pretty""","Galleria Objets is a small contemporary gallery in east London with a taste for work that sits in the liminal and the quietly intense. Recent shows like 'Your Grief Belongs To You, And Can Be So So Pretty' have treated loss as something to be looked at sideways: tender, aesthetic, a little unsettling, never mocked. If you'd like to wander with your feelings rather than unpack them in a circle, this is a soft-lit room to do it in.",East London,https://objetstrouves.co.uk,,Active
